           time              X              V              a           Jerk
       0.999000       8.333325      24.975000      49.950000      50.000000       2.303053
       1.000000       8.358350      25.025000      50.000000      50.000000       2.302498
       1.001000       8.383425      25.075000      50.000000       0.000000       2.301943
       1.002000       8.408550      25.125000      50.000000       0.000000       2.301388
       1.003000       8.433725      25.175000      50.000000       0.000000       2.300833
       1.004000       8.458950      25.225000      50.000000       0.000000       2.300278
       1.005000       8.484225      25.275000      50.000000       0.000000       2.299722
       1.006000       8.509550      25.325000      50.000000       0.000000       2.299166
       1.007000       8.534925      25.375000      50.000000       0.000000       2.298611
       1.008000       8.560350      25.425000      50.000000       0.000000       2.298055
       1.009000       8.585825      25.475000      50.000000       0.000000       2.297498
       1.010000       8.611350      25.525000      50.000000       0.000000       2.296942
       1.011000       8.636925      25.575000      50.000000       0.000000       2.296385
       1.012000       8.662550      25.625000      50.000000       0.000000       2.295828
       1.013000       8.688225      25.675000      50.000000       0.000000       2.295272
       1.014000       8.713950      25.725000      50.000000       0.000000       2.294714
       1.015000       8.739725      25.775000      50.000000       0.000000       2.294157
       1.016000       8.765550      25.825000      50.000000       0.000000       2.293600
       1.017000       8.791425      25.875000      50.000000       0.000000       2.293042
       1.018000       8.817350      25.925000      50.000000       0.000000       2.292484
       1.019000       8.843325      25.975000      50.000000       0.000000       2.291926
       1.020000       8.869350      26.025000      50.000000       0.000000       2.291368
       1.021000       8.895425      26.075000      50.000000       0.000000       2.290810
       1.022000       8.921550      26.125000      50.000000       0.000000       2.290251
       1.023000       8.947725      26.175000      50.000000       0.000000       2.289693
       1.024000       8.973950      26.225000      50.000000       0.000000       2.289134
       1.025000       9.000225      26.275000      50.000000       0.000000       2.288575
       1.026000       9.026550      26.325000      50.000000       0.000000       2.288016
       1.027000       9.052925      26.375000      50.000000       0.000000       2.287456
       1.028000       9.079350      26.425000      50.000000       0.000000       2.286897
       1.029000       9.105825      26.475000      50.000000       0.000000       2.286337
       1.030000       9.132350      26.525000      50.000000       0.000000       2.285777
       1.031000       9.158925      26.575000      50.000000       0.000000       2.285217
       1.032000       9.185550      26.625000      50.000000       0.000000       2.284657
       1.033000       9.212225      26.675000      50.000000       0.000000       2.284096
       1.034000       9.238950      26.725000      50.000000       0.000000       2.283536
       1.035000       9.265725      26.775000      50.000000       0.000000       2.282975
       1.036000       9.292550      26.825000      50.000000       0.000000       2.282414
       1.037000       9.319425      26.875000      50.000000       0.000000       2.281853
       1.038000       9.346350      26.925000      50.000000       0.000000       2.281292
       1.039000       9.373325      26.975000      50.000000       0.000000       2.280730
       1.040000       9.400350      27.025000      50.000000       0.000000       2.280169
       1.041000       9.427425      27.075000      50.000000       0.000000       2.279607
       1.042000       9.454550      27.125000      50.000000       0.000000       2.279045
